Transaction ID,Date,Month,Customer ID,Gender,Age,Age group,Product Category,Quantity,Price per Unit,Total Amount
333,2023-02-05,February,CUST333,Female,54,46–55,Electronics,4,300,1200
334,2023-11-01,November,CUST334,Male,31,26–35,Electronics,3,300,900
335,2023-02-04,February,CUST335,Female,47,46–55,Beauty,4,30,120
336,2023-12-12,December,CUST336,Female,52,46–55,Beauty,3,50,150
337,2023-05-01,May,CUST337,Male,38,36–45,Clothing,1,500,500
338,2023-07-26,July,CUST338,Male,54,46–55,Beauty,2,50,100
339,2023-03-03,March,CUST339,Female,22,18–25,Electronics,2,25,50
340,2023-10-19,October,CUST340,Female,36,36–45,Clothing,4,300,1200
341,2023-05-07,May,CUST341,Male,31,26–35,Clothing,4,50,200
342,2023-10-24,October,CUST342,Female,43,36–45,Clothing,4,500,2000
343,2023-11-01,November,CUST343,Male,21,18–25,Electronics,2,25,50
344,2023-01-21,January,CUST344,Female,42,36–45,Beauty,1,30,30
345,2023-11-14,November,CUST345,Male,62,56+,Electronics,1,30,30
346,2023-02-11,February,CUST346,Male,59,56+,Clothing,2,500,1000
347,2023-08-03,August,CUST347,Male,42,36–45,Electronics,1,25,25
348,2023-12-03,December,CUST348,Female,35,26–35,Electronics,2,300,600
349,2023-10-26,October,CUST349,Female,57,56+,Beauty,1,50,50
350,2023-10-17,October,CUST350,Male,25,18–25,Beauty,3,25,75
351,2023-09-25,September,CUST351,Female,56,56+,Clothing,3,30,90
352,2023-06-11,June,CUST352,Male,57,56+,Electronics,2,500,1000
353,2023-05-14,May,CUST353,Male,31,26–35,Electronics,1,500,500
354,2023-04-15,April,CUST354,Female,49,46–55,Beauty,4,50,200
355,2023-12-09,December,CUST355,Female,55,46–55,Electronics,1,500,500
356,2023-06-10,June,CUST356,Male,50,46–55,Electronics,3,500,1500
357,2023-05-03,May,CUST357,Female,40,36–45,Electronics,3,25,75
358,2023-05-16,May,CUST358,Female,32,26–35,Beauty,1,300,300
359,2023-07-22,July,CUST359,Male,50,46–55,Clothing,1,50,50
360,2023-03-09,March,CUST360,Male,42,36–45,Clothing,4,25,100
361,2023-12-10,December,CUST361,Female,34,26–35,Electronics,4,300,1200
362,2023-11-27,November,CUST362,Male,50,46–55,Clothing,1,25,25
363,2023-06-03,June,CUST363,Male,64,56+,Beauty,1,25,25
364,2023-08-23,August,CUST364,Female,19,18–25,Beauty,1,500,500
365,2023-06-11,June,CUST365,Male,31,26–35,Clothing,1,300,300
366,2023-02-07,February,CUST366,Male,57,56+,Clothing,2,50,100
367,2023-01-05,January,CUST367,Female,57,56+,Electronics,1,50,50
368,2023-08-23,August,CUST368,Female,56,56+,Clothing,4,300,1200
369,2023-11-15,November,CUST369,Male,23,18–25,Electronics,3,500,1500
370,2023-10-16,October,CUST370,Male,23,18–25,Electronics,2,30,60
371,2023-02-21,February,CUST371,Female,20,18–25,Beauty,1,25,25
372,2023-02-07,February,CUST372,Female,24,18–25,Beauty,3,500,1500
373,2023-10-03,October,CUST373,Female,25,18–25,Beauty,2,300,600
374,2023-04-20,April,CUST374,Female,59,56+,Beauty,3,25,75
375,2023-09-17,September,CUST375,Male,32,26–35,Clothing,1,50,50
376,2023-05-16,May,CUST376,Female,64,56+,Beauty,1,30,30
377,2023-03-09,March,CUST377,Female,46,46–55,Clothing,4,50,200
378,2023-06-28,June,CUST378,Male,50,46–55,Beauty,1,300,300
379,2023-02-05,February,CUST379,Female,47,46–55,Clothing,1,25,25
380,2023-05-06,May,CUST380,Male,56,56+,Electronics,2,300,600
381,2023-07-09,July,CUST381,Female,44,36–45,Clothing,4,25,100
382,2023-05-26,May,CUST382,Female,53,46–55,Clothing,2,500,1000
383,2023-03-22,March,CUST383,Female,46,46–55,Beauty,3,30,90
384,2023-08-13,August,CUST384,Male,55,46–55,Clothing,1,500,500
385,2023-10-06,October,CUST385,Male,50,46–55,Electronics,3,500,1500
386,2023-12-27,December,CUST386,Female,54,46–55,Electronics,2,300,600
387,2023-06-04,June,CUST387,Male,44,36–45,Beauty,1,30,30
388,2023-11-10,November,CUST388,Male,50,46–55,Electronics,1,25,25
389,2023-12-01,December,CUST389,Male,21,18–25,Clothing,2,25,50
390,2023-09-28,September,CUST390,Male,39,36–45,Electronics,2,50,100
391,2023-01-05,January,CUST391,Male,19,18–25,Beauty,2,25,50
392,2023-12-08,December,CUST392,Male,27,26–35,Clothing,2,300,600
393,2023-10-11,October,CUST393,Female,22,18–25,Beauty,2,500,1000
394,2023-06-03,June,CUST394,Female,27,26–35,Clothing,1,500,500
395,2023-12-06,December,CUST395,Male,50,46–55,Electronics,2,500,1000
396,2023-02-23,February,CUST396,Female,55,46–55,Beauty,1,30,30
397,2023-03-10,March,CUST397,Female,30,26–35,Beauty,1,25,25
398,2023-05-16,May,CUST398,Female,48,46–55,Clothing,2,300,600
399,2023-03-01,March,CUST399,Female,64,56+,Beauty,2,30,60
400,2023-02-24,February,CUST400,Male,53,46–55,Clothing,4,50,200
401,2023-10-11,October,CUST401,Female,62,56+,Clothing,1,300,300
402,2023-03-21,March,CUST402,Female,41,36–45,Clothing,2,300,600
403,2023-05-20,May,CUST403,Male,32,26–35,Clothing,2,300,600
404,2023-05-25,May,CUST404,Male,46,46–55,Electronics,2,500,1000
405,2023-11-06,November,CUST405,Female,25,18–25,Clothing,4,300,1200
406,2023-04-18,April,CUST406,Female,22,18–25,Beauty,4,25,100
407,2023-06-25,June,CUST407,Female,46,46–55,Electronics,3,300,900
408,2023-04-15,April,CUST408,Female,64,56+,Beauty,1,500,500
409,2023-12-18,December,CUST409,Female,21,18–25,Electronics,3,300,900
410,2023-11-21,November,CUST410,Female,29,26–35,Clothing,2,50,100
411,2023-05-16,May,CUST411,Male,62,56+,Electronics,4,50,200
412,2023-09-16,September,CUST412,Female,19,18–25,Electronics,4,500,2000
413,2023-09-08,September,CUST413,Female,44,36–45,Beauty,3,25,75
414,2023-05-09,May,CUST414,Male,48,46–55,Beauty,4,25,100
415,2023-01-27,January,CUST415,Male,53,46–55,Clothing,2,30,60
416,2023-02-17,February,CUST416,Male,53,46–55,Electronics,4,500,2000
417,2023-11-21,November,CUST417,Male,43,36–45,Electronics,3,300,900
418,2023-08-05,August,CUST418,Female,60,56+,Electronics,2,500,1000
419,2023-05-22,May,CUST419,Female,44,36–45,Clothing,3,30,90
420,2023-01-23,January,CUST420,Female,22,18–25,Clothing,4,500,2000
421,2023-01-02,January,CUST421,Female,37,36–45,Clothing,3,500,1500
422,2023-06-20,June,CUST422,Female,28,26–35,Clothing,3,30,90
423,2023-03-08,March,CUST423,Female,27,26–35,Clothing,1,25,25
424,2023-11-23,November,CUST424,Male,57,56+,Beauty,4,300,1200
425,2023-05-15,May,CUST425,Female,55,46–55,Electronics,4,30,120
426,2023-03-24,March,CUST426,Male,23,18–25,Electronics,3,50,150
427,2023-08-15,August,CUST427,Male,25,18–25,Electronics,1,25,25
428,2023-10-10,October,CUST428,Female,40,36–45,Electronics,4,50,200
429,2023-12-28,December,CUST429,Male,64,56+,Electronics,2,25,50
430,2023-08-07,August,CUST430,Female,43,36–45,Electronics,3,300,900
431,2023-10-15,October,CUST431,Male,63,56+,Electronics,4,300,1200
432,2023-01-05,January,CUST432,Female,60,56+,Electronics,2,500,1000
433,2023-02-27,February,CUST433,Male,29,26–35,Beauty,4,50,200
434,2023-02-08,February,CUST434,Female,43,36–45,Electronics,2,25,50
435,2023-12-20,December,CUST435,Female,30,26–35,Beauty,3,300,900
436,2023-03-18,March,CUST436,Female,57,56+,Clothing,4,30,120
437,2023-10-07,October,CUST437,Female,35,26–35,Electronics,4,300,1200
438,2023-01-19,January,CUST438,Female,42,36–45,Clothing,1,30,30
439,2023-07-09,July,CUST439,Male,50,46–55,Clothing,3,25,75
440,2023-10-26,October,CUST440,Male,64,56+,Clothing,2,300,600
441,2023-10-10,October,CUST441,Male,57,56+,Beauty,4,300,1200
442,2023-03-17,March,CUST442,Female,60,56+,Clothing,4,25,100
443,2023-08-09,August,CUST443,Male,29,26–35,Clothing,2,300,600
444,2023-03-07,March,CUST444,Female,61,56+,Clothing,3,30,90
445,2023-01-22,January,CUST445,Female,53,46–55,Electronics,1,300,300
446,2023-06-07,June,CUST446,Male,21,18–25,Electronics,1,50,50
447,2023-07-06,July,CUST447,Male,22,18–25,Beauty,4,500,2000
448,2023-01-21,January,CUST448,Female,54,46–55,Beauty,2,30,60
449,2023-07-03,July,CUST449,Male,25,18–25,Electronics,4,50,200
450,2023-04-18,April,CUST450,Female,59,56+,Beauty,2,25,50
451,2023-12-16,December,CUST451,Female,45,36–45,Electronics,1,30,30
452,2023-05-08,May,CUST452,Female,48,46–55,Clothing,3,500,1500
453,2023-12-08,December,CUST453,Female,26,26–35,Clothing,2,500,1000
454,2023-02-22,February,CUST454,Female,46,46–55,Beauty,1,25,25
455,2023-07-01,July,CUST455,Male,31,26–35,Electronics,4,25,100
456,2023-10-14,October,CUST456,Male,57,56+,Electronics,2,30,60
457,2023-07-28,July,CUST457,Female,58,56+,Beauty,3,300,900
458,2023-11-14,November,CUST458,Female,39,36–45,Electronics,4,25,100
459,2023-03-21,March,CUST459,Male,28,26–35,Clothing,4,300,1200
460,2023-05-02,May,CUST460,Male,40,36–45,Beauty,1,50,50
461,2023-03-25,March,CUST461,Female,18,18–25,Beauty,2,500,1000
462,2023-04-01,April,CUST462,Male,63,56+,Electronics,4,300,1200
463,2023-07-31,July,CUST463,Female,54,46–55,Beauty,3,500,1500
464,2023-01-13,January,CUST464,Male,38,36–45,Electronics,2,300,600
465,2023-04-02,April,CUST465,Female,43,36–45,Electronics,3,50,150
466,2023-06-20,June,CUST466,Male,63,56+,Electronics,4,25,100
467,2023-07-30,July,CUST467,Female,53,46–55,Electronics,3,50,150
468,2023-12-09,December,CUST468,Male,40,36–45,Electronics,1,25,25
469,2023-05-08,May,CUST469,Male,18,18–25,Beauty,3,25,75
470,2023-05-17,May,CUST470,Female,57,56+,Clothing,2,500,1000
471,2023-03-23,March,CUST471,Male,32,26–35,Clothing,3,50,150
472,2023-12-26,December,CUST472,Female,38,36–45,Beauty,3,300,900
473,2023-02-25,February,CUST473,Male,64,56+,Beauty,1,50,50
474,2023-07-15,July,CUST474,Female,26,26–35,Clothing,3,500,1500
475,2023-01-20,January,CUST475,Male,26,26–35,Clothing,3,25,75
476,2023-08-29,August,CUST476,Female,27,26–35,Clothing,4,500,2000
477,2023-04-24,April,CUST477,Male,43,36–45,Clothing,4,30,120
478,2023-04-13,April,CUST478,Female,58,56+,Clothing,2,30,60
479,2023-08-24,August,CUST479,Male,52,46–55,Electronics,4,300,1200
480,2023-06-29,June,CUST480,Female,42,36–45,Beauty,4,500,2000
481,2023-06-06,June,CUST481,Female,43,36–45,Electronics,4,300,1200
482,2023-04-27,April,CUST482,Female,28,26–35,Clothing,4,300,1200
483,2023-04-25,April,CUST483,Male,55,46–55,Clothing,1,30,30
484,2023-01-13,January,CUST484,Female,19,18–25,Clothing,4,300,1200
485,2023-12-04,December,CUST485,Male,24,18–25,Electronics,1,30,30
486,2023-04-09,April,CUST486,Female,35,26–35,Electronics,1,25,25
487,2023-07-24,July,CUST487,Male,44,36–45,Clothing,4,500,2000
488,2023-06-18,June,CUST488,Female,51,46–55,Electronics,3,300,900
489,2023-05-23,May,CUST489,Male,44,36–45,Electronics,1,30,30
490,2023-02-05,February,CUST490,Male,34,26–35,Clothing,3,50,150
491,2023-05-23,May,CUST491,Female,60,56+,Electronics,3,300,900
492,2023-06-29,June,CUST492,Male,61,56+,Beauty,4,25,100
493,2023-11-25,November,CUST493,Male,41,36–45,Beauty,2,25,50
494,2023-09-18,September,CUST494,Female,42,36–45,Beauty,4,50,200
495,2023-07-24,July,CUST495,Male,24,18–25,Beauty,2,30,60
496,2023-12-14,December,CUST496,Male,23,18–25,Clothing,2,300,600
497,2023-10-02,October,CUST497,Male,41,36–45,Clothing,4,30,120
498,2023-06-19,June,CUST498,Female,50,46–55,Clothing,4,25,100
499,2023-01-15,January,CUST499,Male,46,46–55,Beauty,2,30,60
500,2023-03-01,March,CUST500,Female,60,56+,Beauty,4,25,100
501,2023-05-14,May,CUST501,Male,39,36–45,Electronics,2,30,60
502,2023-04-02,April,CUST502,Male,43,36–45,Electronics,3,50,150
503,2023-10-25,October,CUST503,Male,45,36–45,Beauty,4,500,2000
504,2023-05-16,May,CUST504,Female,38,36–45,Beauty,3,50,150
505,2023-01-20,January,CUST505,Male,24,18–25,Beauty,1,50,50
506,2023-02-25,February,CUST506,Male,34,26–35,Beauty,3,500,1500
507,2023-11-02,November,CUST507,Female,37,36–45,Electronics,3,500,1500
508,2023-08-11,August,CUST508,Male,58,56+,Beauty,2,300,600
509,2023-06-26,June,CUST509,Female,37,36–45,Electronics,3,300,900
510,2023-06-10,June,CUST510,Female,39,36–45,Beauty,4,50,200
511,2023-08-12,August,CUST511,Male,45,36–45,Beauty,2,50,100
512,2023-11-07,November,CUST512,Female,57,56+,Beauty,1,25,25
513,2023-09-19,September,CUST513,Male,24,18–25,Electronics,4,25,100
514,2023-03-01,March,CUST514,Female,18,18–25,Electronics,1,300,300
515,2023-07-17,July,CUST515,Female,49,46–55,Clothing,3,300,900
516,2023-10-23,October,CUST516,Male,30,26–35,Beauty,4,25,100
517,2023-04-08,April,CUST517,Female,47,46–55,Clothing,4,25,100
518,2023-05-11,May,CUST518,Female,40,36–45,Clothing,1,30,30
519,2023-01-23,January,CUST519,Female,36,36–45,Electronics,4,30,120
520,2023-12-29,December,CUST520,Female,49,46–55,Electronics,4,25,100
521,2023-08-12,August,CUST521,Female,47,46–55,Clothing,4,30,120
522,2023-01-01,January,CUST522,Male,46,46–55,Beauty,3,500,1500
523,2023-09-24,September,CUST523,Female,62,56+,Electronics,1,300,300
524,2023-10-03,October,CUST524,Male,46,46–55,Beauty,4,300,1200
525,2023-12-18,December,CUST525,Female,47,46–55,Beauty,2,25,50
526,2023-12-10,December,CUST526,Male,33,26–35,Clothing,2,50,100
527,2023-04-11,April,CUST527,Male,57,56+,Clothing,2,25,50
528,2023-07-06,July,CUST528,Female,36,36–45,Clothing,2,30,60
529,2023-08-09,August,CUST529,Female,35,26–35,Clothing,3,50,150
530,2023-02-05,February,CUST530,Female,18,18–25,Electronics,4,30,120
531,2023-12-07,December,CUST531,Male,31,26–35,Electronics,1,500,500
532,2023-06-19,June,CUST532,Female,64,56+,Clothing,4,30,120
533,2023-11-16,November,CUST533,Male,19,18–25,Electronics,3,500,1500
534,2023-06-10,June,CUST534,Male,45,36–45,Clothing,2,500,1000
535,2023-12-06,December,CUST535,Male,47,46–55,Beauty,3,30,90
536,2023-03-05,March,CUST536,Female,55,46–55,Beauty,4,30,120
537,2023-06-03,June,CUST537,Female,21,18–25,Beauty,1,500,500
538,2023-09-17,September,CUST538,Male,18,18–25,Clothing,3,50,150
539,2023-06-08,June,CUST539,Male,25,18–25,Beauty,1,500,500
540,2023-12-08,December,CUST540,Female,46,46–55,Electronics,3,300,900
541,2023-07-29,July,CUST541,Male,56,56+,Beauty,1,500,500
542,2023-06-17,June,CUST542,Female,20,18–25,Beauty,1,50,50
543,2023-07-26,July,CUST543,Male,49,46–55,Beauty,2,300,600
544,2023-12-23,December,CUST544,Female,27,26–35,Electronics,1,25,25
545,2023-06-01,June,CUST545,Male,27,26–35,Clothing,2,25,50
546,2023-10-11,October,CUST546,Female,36,36–45,Electronics,4,50,200
547,2023-03-07,March,CUST547,Male,63,56+,Clothing,4,500,2000
548,2023-04-09,April,CUST548,Female,51,46–55,Clothing,2,30,60
549,2023-08-04,August,CUST549,Female,50,46–55,Beauty,2,50,100
550,2023-12-07,December,CUST550,Male,40,36–45,Clothing,3,300,900
551,2023-07-14,July,CUST551,Male,45,36–45,Electronics,3,300,900
552,2023-12-13,December,CUST552,Female,49,46–55,Electronics,3,25,75
553,2023-03-31,March,CUST553,Male,24,18–25,Clothing,4,300,1200
554,2023-11-12,November,CUST554,Female,46,46–55,Beauty,3,50,150
555,2023-10-19,October,CUST555,Male,25,18–25,Beauty,1,300,300
556,2023-06-04,June,CUST556,Female,18,18–25,Electronics,1,50,50
557,2023-07-27,July,CUST557,Female,20,18–25,Beauty,3,30,90
558,2023-10-08,October,CUST558,Female,41,36–45,Clothing,1,25,25
559,2023-01-01,January,CUST559,Female,40,36–45,Clothing,4,300,1200
560,2023-06-05,June,CUST560,Female,25,18–25,Electronics,1,50,50
561,2023-05-27,May,CUST561,Female,64,56+,Clothing,4,500,2000
562,2023-04-18,April,CUST562,Male,54,46–55,Electronics,2,25,50
563,2023-08-09,August,CUST563,Male,20,18–25,Clothing,2,30,60
564,2023-10-24,October,CUST564,Male,50,46–55,Electronics,2,50,100
565,2023-11-07,November,CUST565,Female,45,36–45,Beauty,2,30,60
566,2023-12-02,December,CUST566,Female,64,56+,Clothing,1,30,30
567,2023-06-14,June,CUST567,Female,25,18–25,Clothing,3,300,900
568,2023-08-27,August,CUST568,Female,51,46–55,Electronics,1,300,300
569,2023-08-15,August,CUST569,Male,52,46–55,Electronics,4,50,200
570,2023-08-15,August,CUST570,Male,49,46–55,Clothing,1,500,500
571,2023-12-12,December,CUST571,Female,41,36–45,Electronics,1,50,50
572,2023-04-20,April,CUST572,Male,31,26–35,Clothing,4,500,2000
573,2023-09-19,September,CUST573,Male,49,46–55,Beauty,2,30,60
574,2023-08-31,August,CUST574,Female,63,56+,Electronics,2,25,50
575,2023-03-28,March,CUST575,Male,60,56+,Clothing,2,50,100
576,2023-12-04,December,CUST576,Female,33,26–35,Beauty,3,50,150
577,2023-02-13,February,CUST577,Male,21,18–25,Beauty,4,500,2000
578,2023-05-26,May,CUST578,Female,54,46–55,Clothing,4,30,120
579,2023-09-21,September,CUST579,Female,38,36–45,Electronics,1,30,30
580,2023-12-06,December,CUST580,Female,31,26–35,Clothing,3,500,1500
581,2023-11-21,November,CUST581,Female,48,46–55,Beauty,2,30,60
582,2023-11-14,November,CUST582,Male,35,26–35,Clothing,3,300,900
583,2023-06-21,June,CUST583,Female,24,18–25,Electronics,4,25,100
584,2023-02-17,February,CUST584,Female,27,26–35,Beauty,4,50,200
585,2023-05-01,May,CUST585,Female,24,18–25,Clothing,1,25,25
586,2023-12-11,December,CUST586,Male,50,46–55,Electronics,1,50,50
587,2023-06-08,June,CUST587,Female,40,36–45,Beauty,4,300,1200
588,2023-04-26,April,CUST588,Male,38,36–45,Electronics,2,30,60
589,2023-04-12,April,CUST589,Female,36,36–45,Beauty,2,500,1000
590,2023-03-17,March,CUST590,Male,36,36–45,Clothing,3,300,900
591,2023-01-13,January,CUST591,Male,53,46–55,Electronics,4,25,100
592,2023-01-24,January,CUST592,Female,46,46–55,Beauty,4,500,2000
593,2023-05-06,May,CUST593,Male,35,26–35,Electronics,2,30,60
594,2023-09-01,September,CUST594,Female,19,18–25,Electronics,2,300,600
595,2023-11-09,November,CUST595,Female,18,18–25,Clothing,4,500,2000
596,2023-02-07,February,CUST596,Female,64,56+,Electronics,1,300,300
597,2023-08-22,August,CUST597,Male,22,18–25,Beauty,4,300,1200
598,2023-08-01,August,CUST598,Male,37,36–45,Beauty,4,30,120
599,2023-11-19,November,CUST599,Female,28,26–35,Beauty,2,50,100
600,2023-10-22,October,CUST600,Female,59,56+,Beauty,2,500,1000
601,2023-04-10,April,CUST601,Male,19,18–25,Clothing,1,30,30
602,2023-12-23,December,CUST602,Female,20,18–25,Electronics,1,300,300
603,2023-07-16,July,CUST603,Female,40,36–45,Clothing,3,30,90
604,2023-09-11,September,CUST604,Female,29,26–35,Electronics,4,50,200
605,2023-07-24,July,CUST605,Male,37,36–45,Electronics,2,500,1000
606,2023-05-05,May,CUST606,Male,22,18–25,Electronics,1,50,50
607,2023-03-17,March,CUST607,Male,54,46–55,Clothing,3,25,75
608,2023-12-02,December,CUST608,Female,55,46–55,Electronics,3,500,1500
609,2023-12-19,December,CUST609,Female,47,46–55,Clothing,2,50,100
610,2023-01-03,January,CUST610,Female,26,26–35,Beauty,2,300,600
611,2023-02-24,February,CUST611,Male,51,46–55,Beauty,3,500,1500
612,2023-08-06,August,CUST612,Female,61,56+,Electronics,1,500,500
613,2023-04-23,April,CUST613,Female,52,46–55,Clothing,3,30,90
614,2023-04-01,April,CUST614,Female,39,36–45,Beauty,4,300,1200
615,2023-12-23,December,CUST615,Female,61,56+,Clothing,4,25,100
616,2023-09-23,September,CUST616,Male,41,36–45,Clothing,2,50,100
617,2023-08-26,August,CUST617,Male,34,26–35,Electronics,1,30,30
618,2023-01-26,January,CUST618,Female,27,26–35,Beauty,1,50,50
619,2023-10-13,October,CUST619,Male,47,46–55,Electronics,4,25,100
620,2023-05-08,May,CUST620,Male,63,56+,Electronics,3,25,75
621,2023-03-04,March,CUST621,Female,40,36–45,Beauty,2,500,1000
622,2023-08-22,August,CUST622,Female,49,46–55,Beauty,3,25,75
623,2023-03-10,March,CUST623,Male,34,26–35,Clothing,3,50,150
624,2023-08-26,August,CUST624,Female,34,26–35,Beauty,3,300,900
625,2023-12-08,December,CUST625,Male,31,26–35,Clothing,1,300,300
626,2023-09-29,September,CUST626,Female,26,26–35,Clothing,4,500,2000
627,2023-10-14,October,CUST627,Male,57,56+,Clothing,1,50,50
628,2023-11-01,November,CUST628,Female,19,18–25,Beauty,4,50,200
629,2023-06-12,June,CUST629,Male,62,56+,Electronics,2,25,50
630,2023-08-15,August,CUST630,Male,42,36–45,Clothing,2,50,100
631,2023-11-10,November,CUST631,Male,56,56+,Electronics,3,30,90
632,2023-09-16,September,CUST632,Female,26,26–35,Electronics,4,25,100
633,2023-08-07,August,CUST633,Male,39,36–45,Beauty,4,30,120
634,2023-10-08,October,CUST634,Male,60,56+,Electronics,4,500,2000
635,2023-08-17,August,CUST635,Female,63,56+,Electronics,3,300,900
636,2023-03-23,March,CUST636,Female,21,18–25,Beauty,3,500,1500
637,2023-09-01,September,CUST637,Male,43,36–45,Clothing,2,300,600
638,2023-08-19,August,CUST638,Male,46,46–55,Electronics,1,500,500
639,2023-05-13,May,CUST639,Female,62,56+,Beauty,4,50,200
640,2023-05-07,May,CUST640,Female,51,46–55,Electronics,4,30,120
641,2023-11-23,November,CUST641,Female,40,36–45,Electronics,1,300,300
642,2023-05-22,May,CUST642,Female,54,46–55,Clothing,4,25,100
643,2023-09-24,September,CUST643,Female,28,26–35,Electronics,3,30,90
644,2023-09-06,September,CUST644,Male,23,18–25,Beauty,3,25,75
645,2023-11-17,November,CUST645,Female,35,26–35,Electronics,4,30,120
646,2023-05-03,May,CUST646,Male,38,36–45,Clothing,3,30,90
647,2023-05-21,May,CUST647,Male,59,56+,Clothing,3,500,1500
648,2023-08-14,August,CUST648,Male,53,46–55,Beauty,4,300,1200
649,2023-02-09,February,CUST649,Female,58,56+,Clothing,2,300,600
650,2024-01-01,January,CUST650,Male,55,46–55,Electronics,1,30,30
651,2023-05-27,May,CUST651,Male,51,46–55,Clothing,3,50,150
652,2023-05-01,May,CUST652,Female,34,26–35,Beauty,2,50,100
653,2023-05-20,May,CUST653,Male,54,46–55,Clothing,3,25,75
654,2023-06-21,June,CUST654,Male,42,36–45,Clothing,3,25,75
655,2023-06-13,June,CUST655,Female,55,46–55,Clothing,1,500,500
656,2023-10-04,October,CUST656,Male,29,26–35,Beauty,3,30,90
657,2023-02-11,February,CUST657,Male,40,36–45,Clothing,1,25,25
658,2023-03-12,March,CUST658,Male,59,56+,Clothing,1,25,25
659,2023-03-19,March,CUST659,Female,39,36–45,Electronics,1,30,30
660,2023-04-29,April,CUST660,Female,38,36–45,Beauty,2,500,1000
661,2023-07-16,July,CUST661,Female,44,36–45,Clothing,4,25,100
662,2023-12-22,December,CUST662,Male,48,46–55,Beauty,2,500,1000
663,2023-03-20,March,CUST663,Male,23,18–25,Clothing,4,300,1200
664,2023-12-28,December,CUST664,Female,44,36–45,Clothing,4,500,2000
665,2023-04-20,April,CUST665,Male,57,56+,Clothing,1,50,50
